release_date,movie,production_budget,domestic_gross,worldwide_gross
2012/09/14,Arbitrage,"$12,000,000","$7,919,574","$35,830,713"
1960/10/24,The Alamo,"$12,000,000","$7,900,000","$7,900,000"
2000/05/12,Screwed,"$12,000,000","$6,982,680","$6,982,680"
2006/10/20,Running With Scissors,"$12,000,000","$6,860,000","$8,706,701"
1993/09/03,Fortress,"$12,000,000","$6,730,578","$46,730,578"
2012/04/20,For Greater Glory: The True Story of Cristiada,"$12,000,000","$5,669,081","$10,026,255"
2006/11/17,For Your Consideration,"$12,000,000","$5,549,923","$5,549,923"
1998/11/20,Celebrity,"$12,000,000","$5,078,660","$6,200,000"
2003/06/20,From Justin to Kelly,"$12,000,000","$4,922,166","$4,922,166"
1986/06/06,Invaders from Mars,"$12,000,000","$4,884,663","$4,984,663"
1996/03/22,Girl 6,"$12,000,000","$4,880,941","$4,880,941"
2003/10/22,In the Cut,"$12,000,000","$4,717,455","$23,693,646"
2008/02/22,Charlie Bartlett,"$12,000,000","$3,950,294","$5,295,909"
2009/02/13,Two Lovers,"$12,000,000","$3,149,034","$16,349,034"
2013/11/15,La grande bellezza,"$12,000,000","$2,883,879","$29,545,082"
2002/02/15,Last Orders,"$12,000,000","$2,326,407","$2,326,407"
2007/03/09,Gwoemul,"$12,000,000","$2,201,923","$92,618,117"
1981/11/13,The Pursuit of D.B. Cooper,"$12,000,000","$2,104,164","$2,104,164"
1999/03/19,Ravenous,"$12,000,000","$2,062,406","$2,062,406"
2002/06/14,The Dangerous Lives of Altar Boys,"$12,000,000","$1,779,284","$1,779,284"
2013/02/28,Stoker,"$12,000,000","$1,703,125","$12,034,913"
2008/03/07,Married Life,"$12,000,000","$1,506,998","$2,975,188"
2004/10/15,2046,"$12,000,000","$1,442,338","$19,278,598"
2011/03/11,Kill the Irishman,"$12,000,000","$1,188,194","$1,188,194"
2005/09/30,Duma,"$12,000,000","$870,067","$994,790"
2012/04/20,Darling Companion,"$12,000,000","$793,352","$1,200,346"
2010/06/04,Ondine,"$12,000,000","$550,472","$557,545"
2001/07/20,Brother,"$12,000,000","$450,594","$477,693"
2002/10/04,Welcome to Collinwood,"$12,000,000","$378,650","$4,606,284"
2015/08/07,Kahlil Gibran's The Prophet,"$12,000,000","$340,536","$1,080,362"
2008/04/18,Life Before Her Eyes,"$12,000,000","$303,439","$7,203,439"
1997/10/31,Critical Care,"$12,000,000","$220,175","$220,175"
2007/09/28,Trade,"$12,000,000","$214,202","$1,513,388"
2006/01/06,Fateless,"$12,000,000","$196,857","$196,857"
2010/09/03,San qiang pai an jing qi,"$12,000,000","$190,946","$310,946"
1999/09/17,Breakfast of Champions,"$12,000,000","$178,287","$178,287"
2001/03/09,Company Man,"$12,000,000","$146,028","$622,273"
2009/11/07,Nanjing! Nanjing!,"$12,000,000","$122,558","$20,122,558"
2018/06/29,Woman Walks Ahead,"$12,000,000","$57,528","$627,538"
2015/02/21,Trash,"$12,000,000","$17,484","$6,553,186"
2011/08/19,5 Days of War,"$12,000,000","$17,479","$87,793"
2015/11/11,10 Days in a Madhouse,"$12,000,000","$14,616","$14,616"
2009/04/07,1612,"$12,000,000",$0,"$5,400,624"
2015/09/04,San cheng ji,"$12,000,000",$0,"$1,950,194"
2012/04/19,Tu Xia Chuan Qi,"$12,000,000",$0,"$1,828,400"
2010/02/10,Triangle,"$12,000,000",$0,"$1,594,955"
2013/10/19,Supesu Batorushippu Yamato,"$12,000,000",$0,$0
2014/10/03,Drive Hard,"$12,000,000",$0,$0
2015/10/30,Dancin' It's On,"$12,000,000",$0,$0
2009/06/05,Home,"$12,000,000",$0,$0
2015/10/30,The Dressmaker,"$11,900,000","$2,022,115","$24,374,909"
1999/12/10,Diamonds,"$11,900,000","$81,897","$81,897"
1997/06/07,Madadayo,"$11,900,000","$48,856","$49,451"
2019/05/30,Gisaengchung,"$11,800,000","$53,369,745","$254,253,853"
2015/11/20,Carol,"$11,800,000","$12,711,491","$42,485,640"
1989/04/21,Pet Sematary,"$11,500,000","$57,469,179","$57,469,850"
2016/01/21,Dirty Grandpa,"$11,500,000","$35,593,113","$105,078,449"
2009/11/27,The Cry of the Owl,"$11,500,000",$0,$0
2009/10/09,St. Trinianâs,"$11,400,000","$15,000","$29,830,239"
2013/12/18,Belle et SÃ©bastien,"$11,400,000",$0,"$27,042,499"
2020/10/30,Wolfwalkers,"$11,250,000",$0,"$3,241,142"
1977/05/25,Star Wars Ep. IV: A New Hope,"$11,000,000","$460,998,007","$775,398,007"
1984/06/08,Gremlins,"$11,000,000","$151,661,913","$152,445,446"
1965/12/22,Doctor Zhivago,"$11,000,000","$111,897,830","$112,040,388"
2010/12/10,The Fighter,"$11,000,000","$93,617,009","$129,262,388"
2008/10/24,High School Musical 3: Senior Year,"$11,000,000","$90,559,416","$274,392,880"
1991/12/27,Fried Green Tomatoes,"$11,000,000","$81,204,830","$81,204,830"
2006/09/22,Jackass: Number Two,"$11,000,000","$72,778,712","$85,278,712"
1992/03/13,My Cousin Vinny,"$11,000,000","$52,929,168","$52,929,168"
2014/08/22,If I Stay,"$11,000,000","$50,474,843","$78,356,170"
1989/04/07,Major League,"$11,000,000","$49,793,054","$49,793,054"
2003/04/04,Phone Booth,"$11,000,000","$46,566,212","$97,837,138"
2002/01/25,A Walk to Remember,"$11,000,000","$41,227,069","$46,060,861"
1995/12/29,Dead Man Walking,"$11,000,000","$39,387,284","$83,088,295"
1999/03/05,Cruel Intentions,"$11,000,000","$38,665,260","$76,238,901"
2015/11/04,Brooklyn,"$11,000,000","$38,322,743","$62,076,141"
2008/10/17,The Secret Life of Bees,"$11,000,000","$37,780,486","$39,994,347"
2017/06/16,Wind River,"$11,000,000","$33,800,859","$44,984,979"
2015/04/01,Woman in Gold,"$11,000,000","$33,307,793","$58,586,407"
1981/06/12,History of the World: Part I,"$11,000,000","$31,672,000","$31,672,000"
2017/12/08,"I, Tonya","$11,000,000","$30,014,534","$53,797,409"
2009/10/23,Saw VI,"$11,000,000","$27,693,292","$69,752,402"
2001/10/12,Corky Romano,"$11,000,000","$23,978,402","$25,116,103"
2019/02/14,Fighting With My Family,"$11,000,000","$22,958,583","$41,503,089"
1992/08/07,Raising Cain,"$11,000,000","$21,171,695","$21,171,695"
1978/04/13,F.I.S.T,"$11,000,000","$20,388,920","$20,388,920"
1975/01/01,Barry Lyndon,"$11,000,000","$20,000,000","$20,169,934"
2012/12/26,Quartet,"$11,000,000","$18,388,357","$56,178,935"
2001/11/21,Out Cold,"$11,000,000","$13,906,394","$14,786,394"
2000/10/13,The Ladies Man,"$11,000,000","$13,592,872","$13,719,474"
2001/03/30,Tomcats,"$11,000,000","$13,558,739","$13,558,739"
2013/11/06,Inside Llewyn Davis,"$11,000,000","$13,248,209","$32,943,247"
2002/04/12,Frailty,"$11,000,000","$13,110,448","$19,947,280"
1993/02/19,Army of Darkness,"$11,000,000","$11,502,976","$21,502,976"
2004/11/12,Kinsey,"$11,000,000","$10,214,647","$17,443,529"
2013/05/10,Peeples,"$11,000,000","$9,177,065","$9,307,166"
1993/12/25,What's Eating Gilbert Grape,"$11,000,000","$9,170,214","$9,170,214"
2018/11/02,Boy Erased,"$11,000,000","$6,788,692","$11,862,650"
2016/07/01,Sultan,"$11,000,000","$5,599,781","$72,989,781"
2002/02/01,Slackers,"$11,000,000","$4,814,244","$5,942,218"
2003/09/26,The Gospel of John,"$11,000,000","$4,068,087","$4,234,355"
2004/10/10,Vera Drake,"$11,000,000","$3,753,806","$13,353,855"
2011/10/14,La piel que habito,"$11,000,000","$3,185,193","$38,190,517"
2003/01/31,The Guru,"$11,000,000","$3,051,221","$24,150,550"
1995/12/14,Othello,"$11,000,000","$2,844,379","$2,844,379"
1995/05/12,The Perez Family,"$11,000,000","$2,794,056","$2,794,056"
1970/01/01,The Molly Maguires,"$11,000,000","$2,200,000","$2,200,000"
1991/01/01,Return to the Blue Lagoon,"$11,000,000","$2,000,000","$2,000,000"
2016/07/01,La Tortue Rouge,"$11,000,000","$920,057","$6,712,903"
2007/09/07,Romance and Cigarettes,"$11,000,000","$551,002","$3,231,251"
2006/11/10,Copying Beethoven,"$11,000,000","$355,968","$6,586,324"
2011/08/26,Brighton Rock,"$11,000,000","$229,653","$229,653"
2012/11/16,Le prÃ©nom,"$11,000,000","$61,611","$25,307,405"
2012/05/04,LOL,"$11,000,000","$46,000","$10,477,506"
2014/12/17,La famille BÃ©lier,"$11,000,000",$0,"$82,438,670"
2020/03/06,The Banker,"$11,000,000",$0,"$2,990,000"
2016/02/05,Misconduct,"$11,000,000",$0,"$2,352,511"
2019/10/18,Eli,"$11,000,000",$0,$0
2008/10/24,Saw V,"$10,800,000","$56,746,769","$118,209,778"
2012/03/30,Les Intouchables,"$10,800,000","$13,182,281","$484,630,908"
2007/04/27,Jindabyne,"$10,800,000","$399,879","$2,862,544"
2016/08/10,Line Walker (ä½¿å¾è¡è),"$10,800,000",$0,"$89,569,657"
2006/08/11,Kabhi Alvida Naa Kehna,"$10,750,000","$3,275,443","$32,575,443"
1982/06/04,Poltergeist,"$10,700,000","$74,706,019","$121,706,019"
1979/05/25,Alien,"$10,700,000","$62,005,728","$184,694,992"
1999/06/18,An Ideal Husband,"$10,700,000","$18,542,974","$31,341,183"
2004/12/25,Darkness,"$10,600,000","$22,163,442","$34,409,206"
2013/12/06,The Last Days on Mars,"$10,600,000","$24,084","$261,364"
1982/06/11,E.T. the Extra-Terrestrial,"$10,500,000","$435,110,554","$792,962,972"
1968/04/02,2001: A Space Odyssey,"$10,500,000","$59,936,321","$71,845,795"
2007/04/20,In the Land of Women,"$10,500,000","$11,052,958","$14,140,402"
1994/09/02,There Goes My Baby,"$10,500,000","$125,169","$125,169"
2004/02/20,The Blue Butterfly,"$10,400,000","$1,610,194","$1,610,194"
2001/09/01,Le Fabuleux destin d'AmÃ©lie Poulain,"$10,350,000","$33,201,661","$174,195,760"
2018/12/26,PMC: deo beong-keo,"$10,300,000",$0,"$12,478,635"
1983/02/18,Lovesick,"$10,100,000","$10,143,618","$10,143,618"
2010/04/30,Housefull,"$10,100,000","$1,183,658","$18,726,300"
2007/08/24,September Dawn,"$10,100,000","$1,066,555","$1,066,555"
2018/10/17,Halloween,"$10,000,000","$159,366,015","$255,416,089"
1997/12/05,Good Will Hunting,"$10,000,000","$138,433,435","$225,925,989"
2004/10/22,The Grudge,"$10,000,000","$110,359,362","$187,281,115"
2016/08/25,Donât Breathe,"$10,000,000","$89,217,875","$158,906,350"
1981/06/26,Stripes,"$10,000,000","$85,300,000","$85,300,000"
2006/10/27,Saw III,"$10,000,000","$80,238,724","$163,876,815"
2016/07/01,The Purge: Election Year,"$10,000,000","$79,042,440","$118,514,727"
2018/05/18,Book Club,"$10,000,000","$68,566,296","$91,328,463"
2000/08/25,Bring it On,"$10,000,000","$68,353,550","$90,453,550"
2018/01/03,Insidious: The Last Key,"$10,000,000","$67,745,330","$172,811,971"
1999/01/29,She's All That,"$10,000,000","$63,465,522","$63,465,522"
2007/10/26,Saw IV,"$10,000,000","$63,300,095","$135,759,694"
2006/02/24,Madea's Family Reunion,"$10,000,000","$63,257,940","$63,320,521"
2005/01/07,White Noise,"$10,000,000","$56,094,360","$92,094,360"
1986/10/17,The Color of Money,"$10,000,000","$52,293,000","$52,293,000"
2015/06/04,Insidious Chapter 3,"$10,000,000","$52,218,558","$120,453,155"
1992/10/02,The Mighty Ducks,"$10,000,000","$50,752,337","$50,752,337"
2017/11/03,Lady Bird,"$10,000,000","$48,958,273","$78,944,998"
2009/11/06,Precious (Based on the Novel Push by Sapphire),"$10,000,000","$47,566,524","$68,722,848"
2012/02/24,The Best Exotic Marigold Hotel,"$10,000,000","$46,383,639","$134,639,780"
2018/06/01,Hereditary,"$10,000,000","$44,069,456","$81,263,489"
2018/03/16,"Love, Simon","$10,000,000","$40,826,341","$65,520,633"
1989/02/17,Bill & Tedâs Excellent Adventure,"$10,000,000","$40,485,039","$40,510,111"
1962/10/04,The Longest Day,"$10,000,000","$39,100,000","$50,100,000"
1996/02/16,Happy Gilmore,"$10,000,000","$38,623,460","$41,004,412"
2017/10/27,Jigsaw,"$10,000,000","$38,052,832","$104,223,315"
2001/08/31,Jeepers Creepers,"$10,000,000","$37,904,175","$58,939,035"
1985/06/28,St. Elmoâs Fire,"$10,000,000","$37,800,000","$37,800,000"
1968/12/11,Oliver!,"$10,000,000","$37,402,877","$37,402,877"
2001/02/16,Recess: School's Out,"$10,000,000","$36,696,761","$44,451,470"
1985/07/10,Mad Max Beyond Thunderdome,"$10,000,000","$36,230,219","$36,230,219"
1977/11/03,Peteâs Dragon,"$10,000,000","$36,000,000","$36,000,000"
2016/01/21,The Boy,"$10,000,000","$35,819,556","$68,220,952"
1985/10/04,Commando,"$10,000,000","$35,073,978","$35,078,864"
2017/05/19,"Everything, Everything","$10,000,000","$34,121,140","$61,603,136"
2010/09/17,Devil,"$10,000,000","$33,679,655","$63,354,114"
2002/11/22,Friday After Next,"$10,000,000","$33,253,609","$33,526,835"
2015/02/26,The Second Best Exotic Marigold Hotel,"$10,000,000","$33,078,266","$89,400,862"
1985/03/22,The Last Dragon,"$10,000,000","$33,000,000","$33,000,447"
2017/04/28,How to Be a Latin Lover,"$10,000,000","$32,149,404","$62,556,228"
1992/03/06,The Lawnmower Man,"$10,000,000","$32,100,816","$32,100,816"
2008/10/03,Nick and Norah's Infinite Playlist,"$10,000,000","$31,487,293","$33,886,017"
2003/10/09,Calendar Girls,"$10,000,000","$31,011,616","$93,074,616"
1999/11/12,Dogma,"$10,000,000","$30,651,422","$43,948,865"
2018/05/18,Slender Man,"$10,000,000","$30,564,825","$51,945,949"
2002/09/20,The Banger Sisters,"$10,000,000","$30,306,281","$38,067,218"
2000/12/08,Snatch,"$10,000,000","$30,093,107","$83,593,107"
1989/05/19,Road House,"$10,000,000","$30,050,028","$30,050,028"
2018/07/27,Teen Titans Go! To The Movies,"$10,000,000","$29,790,236","$51,620,593"
2016/09/08,When the Bough Breaks,"$10,000,000","$29,747,603","$30,768,449"
1983/06/24,Twilight Zone: The Movie,"$10,000,000","$29,500,000","$29,500,000"
1994/11/23,A Low Down Dirty Shame,"$10,000,000","$29,317,886","$29,317,886"
2013/08/30,One Direction: This is Us,"$10,000,000","$28,873,374","$68,413,020"
2002/09/06,Swimfan,"$10,000,000","$28,564,995","$34,084,228"
2006/10/06,Employee of the Month,"$10,000,000","$28,444,855","$38,364,855"
2015/08/19,Sinister 2,"$10,000,000","$27,740,955","$54,104,225"
2016/01/07,The Forest,"$10,000,000","$26,594,261","$40,749,230"
2009/11/06,The Fourth Kind,"$10,000,000","$26,218,170","$49,486,874"
1983/03/25,The Outsiders,"$10,000,000","$25,697,647","$25,707,720"
1998/06/12,Can't Hardly Wait,"$10,000,000","$25,358,996","$25,358,996"
2012/08/17,Sparkle,"$10,000,000","$24,397,469","$24,660,323"
2016/10/14,Kevin Hart: What Now?,"$10,000,000","$23,591,043","$23,591,043"
2013/04/26,Mud,"$10,000,000","$21,590,086","$31,556,959"
2010/11/12,Skyline,"$10,000,000","$21,416,355","$68,264,973"
2019/12/31,The Grudge,"$10,000,000","$21,216,148","$49,503,265"
2017/12/01,The Disaster Artist,"$10,000,000","$21,120,616","$28,717,667"
2016/09/15,Blair Witch,"$10,000,000","$20,777,061","$38,985,577"
1983/10/21,The Dead Zone,"$10,000,000","$20,766,000","$20,766,000"
1986/02/07,F/X,"$10,000,000","$20,603,715","$20,603,715"
2001/02/02,Valentine,"$10,000,000","$20,384,136","$20,384,136"
2006/06/09,A Prairie Home Companion,"$10,000,000","$20,342,852","$26,716,191"
2007/02/23,Reno 911!: Miami,"$10,000,000","$20,342,161","$21,851,362"
1998/07/24,Jane Austen's Mafia,"$10,000,000","$19,843,795","$30,143,795"
2015/10/21,Paranormal Activity: The Ghost Dimension,"$10,000,000","$18,297,124","$77,959,374"
1994/02/25,Sugar Hill,"$10,000,000","$18,272,447","$18,423,914"
2008/06/20,Kit Kittredge: An American Girl,"$10,000,000","$17,657,973","$17,657,973"
1985/09/27,Invasion U.S.A.,"$10,000,000","$17,536,256","$17,536,256"
2005/09/23,Roll Bounce,"$10,000,000","$17,380,866","$17,433,072"
2019/11/08,The Good Liar,"$10,000,000","$17,156,058","$33,216,217"
1998/12/11,Rushmore,"$10,000,000","$17,105,219","$19,080,435"
1990/01/19,Tremors,"$10,000,000","$16,667,084","$16,667,084"
2005/06/17,The Perfect Man,"$10,000,000","$16,535,005","$19,535,005"
1990/08/03,Mo' Better Blues,"$10,000,000","$16,153,000","$16,153,000"
2002/01/25,Kung Pow: Enter the Fist,"$10,000,000","$16,033,556","$17,033,556"
2016/10/07,The Birth of a Nation,"$10,000,000","$15,861,566","$16,891,011"
2021/04/02,The Unholy,"$10,000,000","$15,532,137","$30,831,182"
2003/05/30,Wrong Turn,"$10,000,000","$15,417,771","$28,649,556"
1980/05/16,The Long Riders,"$10,000,000","$15,198,912","$15,198,912"
1999/03/12,The Corruptor,"$10,000,000","$15,164,492","$15,164,492"
2009/08/14,"The Goods: Live Hard, Sell Hard","$10,000,000","$15,122,676","$15,297,318"
2011/11/23,My Week with Marilyn,"$10,000,000","$14,597,405","$34,240,572"
2014/12/25,Big Eyes,"$10,000,000","$14,482,031","$27,317,872"
2005/08/05,Broken Flowers,"$10,000,000","$13,744,960","$40,744,960"
2002/06/28,Hey Arnold! The Movie,"$10,000,000","$13,684,949","$13,684,949"
2019/05/10,Poms,"$10,000,000","$13,631,124","$16,463,241"
2020/02/20,Brahms: The Boy II,"$10,000,000","$12,611,536","$18,976,477"
2005/12/30,The Matador,"$10,000,000","$12,589,255","$17,300,838"
1997/03/14,Love Jones,"$10,000,000","$12,554,569","$12,554,569"
2000/12/19,The Gift,"$10,000,000","$12,008,642","$44,567,606"
2006/01/20,End of the Spear,"$10,000,000","$11,748,661","$11,924,041"
2001/03/09,Get Over It,"$10,000,000","$11,560,259","$19,860,259"
2000/10/20,The Legend of Drunken Master,"$10,000,000","$11,546,543","$11,546,543"
1999/02/19,Office Space,"$10,000,000","$10,827,813","$12,179,708"
2017/06/23,The Beguiled,"$10,000,000","$10,576,669","$28,039,038"
1999/07/23,Drop Dead Gorgeous,"$10,000,000","$10,571,408","$10,571,408"
2019/04/05,The Best of Enemies,"$10,000,000","$10,205,616","$10,268,749"
1998/04/03,The Spanish Prisoner,"$10,000,000","$10,162,034","$13,835,130"
2020/02/13,Emma.,"$10,000,000","$10,055,355","$26,447,347"
1999/06/11,Le Violon rouge,"$10,000,000","$10,019,109","$10,019,109"
1998/11/25,Very Bad Things,"$10,000,000","$9,949,470","$21,094,974"
2004/07/09,Sleepover,"$10,000,000","$9,408,183","$9,424,052"
2012/02/08,Movie 43,"$10,000,000","$8,840,453","$31,164,747"
2018/10/19,Can You Ever Forgive Me?,"$10,000,000","$8,803,865","$12,517,379"
1984/10/26,Body Double,"$10,000,000","$8,801,940","$8,801,940"
2010/05/21,MacGruber,"$10,000,000","$8,525,600","$8,629,895"
2003/07/18,Dirty Pretty Things,"$10,000,000","$8,112,414","$14,156,753"
2014/03/14,Bad Words,"$10,000,000","$7,779,614","$7,843,145"
2015/03/27,While We're Young,"$10,000,000","$7,582,065","$17,503,828"
2008/02/01,Over Her Dead Body,"$10,000,000","$7,570,127","$21,596,074"
2001/10/24,Bones,"$10,000,000","$7,316,658","$8,378,853"
2012/06/22,Seeking a Friend for the End of the World,"$10,000,000","$7,078,738","$11,766,959"
2006/12/01,Turistas,"$10,000,000","$7,027,762","$14,321,070"
2016/03/17,Shut In,"$10,000,000","$6,900,335","$11,360,665"
2011/02/11,Cedar Rapids,"$10,000,000","$6,861,102","$7,862,131"
2012/11/29,The Collection,"$10,000,000","$6,810,754","$8,890,094"
2018/08/08,Dog Days,"$10,000,000","$6,809,080","$8,196,226"
1998/10/30,American History X,"$10,000,000","$6,719,864","$6,719,864"
2018/08/16,A.X.L.,"$10,000,000","$6,501,381","$8,259,753"
2004/01/16,Teacher's Pet: The Movie,"$10,000,000","$6,491,969","$6,491,969"
1999/10/15,The Straight Story,"$10,000,000","$6,197,866","$6,199,310"
2002/05/03,Deuces Wild,"$10,000,000","$6,044,618","$6,244,618"
2008/03/28,"Run, Fatboy, Run","$10,000,000","$6,003,262","$33,512,260"
1981/12/18,Heartbeeps,"$10,000,000","$6,000,000","$6,000,000"
2015/03/20,Danny Collins,"$10,000,000","$5,637,066","$8,465,845"
2007/07/04,Rescue Dawn,"$10,000,000","$5,490,423","$7,037,886"
2018/12/28,Stan & Ollie,"$10,000,000","$5,470,235","$29,062,674"
2000/04/05,Black and White,"$10,000,000","$5,241,315","$5,241,315"
2010/06/18,Io sono lâamore,"$10,000,000","$5,005,465","$15,121,528"
1986/12/19,King Kong Lives,"$10,000,000","$4,711,220","$4,711,220"
2019/10/18,Jay and Silent Bob Reboot,"$10,000,000","$4,589,490","$4,710,507"
2019/08/09,Brian Banks,"$10,000,000","$4,376,820","$4,376,820"
2001/10/26,On the Line,"$10,000,000","$4,365,455","$16,222,303"
2018/06/15,Gotti,"$10,000,000","$4,286,367","$6,601,992"
2012/03/16,"Jeff, Who Lives at Home","$10,000,000","$4,269,426","$4,708,127"
2016/09/30,Denial,"$10,000,000","$4,073,448","$9,263,940"
2016/03/11,The Man Who Knew Infinity,"$10,000,000","$3,877,922","$12,382,122"
2016/10/14,Max Steel,"$10,000,000","$3,818,664","$4,563,080"
2016/03/30,Everybody Wants Some,"$10,000,000","$3,400,278","$5,437,126"
1996/10/04,Crash,"$10,000,000","$3,357,324","$3,412,380"
2012/10/12,Atlas Shrugged: Part II,"$10,000,000","$3,336,053","$3,336,053"
1994/02/04,Romeo Is Bleeding,"$10,000,000","$3,275,585","$3,275,585"
1999/10/08,The Limey,"$10,000,000","$3,193,102","$6,030,047"
2014/11/14,Rosewater,"$10,000,000","$3,128,941","$3,185,717"
2000/12/22,The House of Mirth,"$10,000,000","$3,041,803","$5,149,131"
1987/05/01,Malone,"$10,000,000","$3,000,000","$3,000,000"
2006/06/02,Peaceful Warrior,"$10,000,000","$2,893,666","$3,260,179"
2011/09/09,Bucky Larson: Born to Be a Star,"$10,000,000","$2,529,395","$2,529,395"
2016/09/16,Hillsong: Let Hope Rise,"$10,000,000","$2,394,725","$2,678,525"
2000/10/06,Bamboozled,"$10,000,000","$2,185,266","$2,373,937"
1981/02/11,Sphinx,"$10,000,000","$2,000,000","$11,400,000"
2013/05/03,The Iceman,"$10,000,000","$1,930,282","$3,623,609"
2015/01/16,Testament of Youth,"$10,000,000","$1,822,250","$6,646,669"
2017/03/31,Free Fire,"$10,000,000","$1,799,322","$3,793,739"
