release_date,movie,production_budget,domestic_gross,worldwide_gross
2005/12/28,Match Point,"$15,000,000","$23,089,926","$87,950,928"
1993/11/05,The Remains of the Day,"$15,000,000","$22,954,968","$63,954,968"
1993/01/15,Nowhere to Run,"$15,000,000","$22,189,039","$52,189,039"
2000/09/22,Urban Legends: Final Cut,"$15,000,000","$21,468,807","$38,574,362"
2013/03/20,The Place Beyond the Pines,"$15,000,000","$21,403,519","$47,011,449"
2006/10/20,Flicka,"$15,000,000","$21,000,147","$21,896,367"
2007/03/23,The Hills Have Eyes II,"$15,000,000","$20,804,166","$37,466,538"
2016/04/29,Keanu,"$15,000,000","$20,591,853","$20,688,141"
2020/02/14,The Photograph,"$15,000,000","$20,578,185","$20,704,381"
2010/12/22,Country Strong,"$15,000,000","$20,218,921","$20,601,987"
2002/10/11,Tuck Everlasting,"$15,000,000","$19,161,999","$19,344,615"
2006/10/13,The Marine,"$15,000,000","$18,844,784","$22,165,608"
1998/07/24,Disturbing Behavior,"$15,000,000","$17,507,368","$19,014,238"
1998/03/06,The Big Lebowski,"$15,000,000","$17,498,804","$46,189,568"
2014/07/25,A Most Wanted Man,"$15,000,000","$17,237,855","$36,068,890"
2009/06/26,The Hurt Locker,"$15,000,000","$17,017,811","$49,876,984"
2000/01/28,Eye of the Beholder,"$15,000,000","$16,500,786","$18,260,865"
2012/11/02,The Man with the Iron Fists,"$15,000,000","$15,634,090","$22,018,988"
1984/05/11,Firestarter,"$15,000,000","$15,136,870","$15,136,870"
2019/01/30,Miss Bala,"$15,000,000","$14,998,027","$15,364,632"
2012/09/21,Killing Them Softly,"$15,000,000","$14,945,541","$39,238,443"
2001/04/20,Freddy Got Fingered,"$15,000,000","$14,249,005","$14,249,005"
2011/06/23,One Day,"$15,000,000","$13,843,771","$59,168,692"
2004/06/25,De-Lovely,"$15,000,000","$13,337,299","$18,524,496"
2009/10/02,Whip It,"$15,000,000","$13,077,184","$18,889,972"
2008/01/11,The Pirates Who Don't Do Anything: A VeggieTale…,"$15,000,000","$12,981,269","$13,248,444"
2008/01/23,U2 3D,"$15,000,000","$12,898,847","$26,170,402"
2000/09/01,Highlander: Endgame,"$15,000,000","$12,801,190","$12,801,190"
2016/11/25,The Founder,"$15,000,000","$12,786,053","$24,403,192"
2006/08/25,Idlewild,"$15,000,000","$12,669,914","$12,669,914"
2003/04/25,Confidence,"$15,000,000","$12,212,417","$12,970,401"
2019/08/09,Blinded by the Light,"$15,000,000","$11,901,145","$18,144,644"
2002/10/11,Knockaround Guys,"$15,000,000","$11,660,180","$12,419,700"
1999/08/27,The Muse,"$15,000,000","$11,614,954","$11,614,954"
1998/04/03,Barney's Great Adventure,"$15,000,000","$11,156,471","$11,156,471"
1989/03/01,New York Stories,"$15,000,000","$10,763,469","$10,763,469"
1998/11/25,Home Fries,"$15,000,000","$10,513,979","$10,513,979"
2000/03/24,Here on Earth,"$15,000,000","$10,494,147","$10,845,127"
2004/10/08,Raise Your Voice,"$15,000,000","$10,411,980","$14,811,980"
1985/05/31,Brazil,"$15,000,000","$9,929,135","$9,934,482"
1993/04/23,The Dark Half,"$15,000,000","$9,579,068","$9,579,068"
2007/03/02,Black Snake Moan,"$15,000,000","$9,396,870","$10,951,153"
2003/02/21,Dark Blue,"$15,000,000","$9,237,470","$12,262,065"
2007/06/22,A Mighty Heart,"$15,000,000","$9,176,787","$19,153,568"
1983/09/30,Brainstorm,"$15,000,000","$8,921,050","$8,921,050"
2016/09/23,Queen of Katwe,"$15,000,000","$8,874,389","$10,055,481"
2000/03/24,Whatever it Takes,"$15,000,000","$8,735,529","$8,735,529"
2003/03/21,Boat Trip,"$15,000,000","$8,586,376","$14,933,713"
2002/05/22,The Importance of Being Earnest,"$15,000,000","$8,378,141","$8,667,209"
1999/05/21,The Love Letter,"$15,000,000","$8,322,608","$9,171,189"
2006/05/05,Hoot,"$15,000,000","$8,117,637","$8,224,998"
2015/11/06,Trumbo,"$15,000,000","$7,857,741","$13,300,181"
2008/02/08,In Bruges,"$15,000,000","$7,800,825","$34,533,783"
2013/01/04,Promised Land,"$15,000,000","$7,597,898","$12,394,562"
2001/10/08,Mulholland Drive,"$15,000,000","$7,219,578","$20,780,568"
2018/06/07,Hotel Artemis,"$15,000,000","$6,708,137","$13,316,627"
2008/08/20,The Rocker,"$15,000,000","$6,409,528","$8,767,338"
2009/08/21,Post Grad,"$15,000,000","$6,382,178","$6,563,402"
2009/06/19,Whatever Works,"$15,000,000","$5,306,706","$35,106,706"
2000/07/19,The In Crowd,"$15,000,000","$5,217,498","$5,217,498"
2005/12/14,Los tres entierros de Melquiades Estrada,"$15,000,000","$5,027,684","$13,454,474"
1999/09/24,Jakob the Liar,"$15,000,000","$4,956,401","$4,956,401"
2007/09/28,Se jie,"$15,000,000","$4,604,982","$65,167,430"
2011/01/21,The Company Men,"$15,000,000","$4,444,612","$4,569,967"
2005/10/21,"Kiss Kiss, Bang Bang","$15,000,000","$4,235,837","$16,829,464"
1999/04/30,Idle Hands,"$15,000,000","$4,023,741","$4,024,142"
2015/10/29,Scouts Guide to the Zombie Apocalypse,"$15,000,000","$3,703,046","$15,554,855"
2007/01/26,Blood and Chocolate,"$15,000,000","$3,526,588","$6,551,310"
2010/09/22,You Will Meet a Tall Dark Stranger,"$15,000,000","$3,247,816","$38,535,748"
2015/10/23,Rock the Kasbah,"$15,000,000","$3,020,665","$3,386,153"
2015/12/04,Chi-raq,"$15,000,000","$2,653,031","$2,733,397"
2010/09/15,Never Let Me Go,"$15,000,000","$2,434,652","$11,173,718"
2016/09/09,The Disappointments Room,"$15,000,000","$2,423,467","$3,503,761"
2003/12/25,The Company,"$15,000,000","$2,281,585","$3,393,606"
2008/07/18,Transsiberian,"$15,000,000","$2,203,641","$6,379,575"
1999/10/22,Crazy in Alabama,"$15,000,000","$1,954,202","$1,954,202"
1986/01/17,The Clan of the Cave Bear,"$15,000,000","$1,953,732","$1,953,732"
2017/02/03,The Comedian,"$15,000,000","$1,658,706","$1,658,706"
2008/03/14,Funny Games,"$15,000,000","$1,294,640","$8,200,127"
2006/06/02,Banlieue 13,"$15,000,000","$1,200,216","$11,599,903"
1999/11/12,Felicia's Journey,"$15,000,000","$824,295","$1,970,268"
2002/01/01,Metropolis,"$15,000,000","$673,414","$1,405,032"
2015/08/27,CÃ¬kÃ¨ NiÃ¨ YinniÃ¡ng,"$15,000,000","$632,542","$11,279,884"
1995/12/01,Things to Do in Denver when You're Dead,"$15,000,000","$529,766","$529,766"
2013/04/26,The Reluctant Fundamentalist,"$15,000,000","$528,731","$528,731"
2004/02/06,The Return,"$15,000,000","$501,752","$5,953,886"
2003/07/18,Buffalo Soldiers,"$15,000,000","$353,743","$1,768,976"
2003/04/25,Steal,"$15,000,000","$220,944","$240,025"
2010/08/27,Centurion,"$15,000,000","$123,570","$7,885,048"
2009/10/23,Ong-Bak 2,"$15,000,000","$102,458","$7,583,050"
1996/10/12,Silent Trigger,"$15,000,000","$76,382","$76,382"
2008/08/01,Midnight Meat Train,"$15,000,000","$73,548","$1,590,246"
2013/09/06,Winnie Mandela,"$15,000,000","$61,847","$61,847"
2011/11/04,The Son of No One,"$15,000,000","$30,680","$1,148,578"
2002/10/25,All the Queen's Men,"$15,000,000","$22,723","$22,723"
2007/10/05,The Good Night,"$15,000,000","$22,441","$22,441"
2013/10/11,Khumba,"$15,000,000",$0,"$20,898,221"
2012/05/04,A Few Best Men,"$15,000,000",$0,"$17,224,539"
2014/10/10,AutÃ³mata,"$15,000,000",$0,"$6,775,458"
2015/12/03,Chiamatemi Francesco - Il papa della gente,"$15,000,000",$0,"$3,925,769"
Unknown,Bathory,"$15,000,000",$0,"$3,436,763"
2010/02/05,San suk si gin,"$15,000,000",$0,"$2,013,340"
2018/12/12,Roma,"$15,000,000",$0,"$1,109,544"
2005/10/06,Dungeons & Dragons 2: The Elemental Might,"$15,000,000",$0,"$909,822"
2017/02/17,In Dubious Battle,"$15,000,000",$0,"$214,182"
2021/07/23,Midnight in the Switchgrass,"$15,000,000",$0,"$97,518"
2015/04/10,Broken Horses,"$15,000,000",$0,"$3,471"
2001/06/29,Pandaemonium,"$15,000,000",$0,"$1,438"
1993/02/12,Groundhog Day,"$14,600,000","$71,097,843","$71,112,677"
2015/07/01,Magic Mike XXL,"$14,500,000","$66,013,057","$123,580,421"
1996/11/01,Romeo+Juliet,"$14,500,000","$46,338,728","$147,542,381"
2011/07/22,Elle s'appelait Sarah,"$14,500,000","$7,691,700","$25,480,031"
2014/08/22,Freedom,"$14,500,000",$0,"$872,757"
1992/08/07,Unforgiven,"$14,400,000","$101,157,447","$159,157,447"
2006/01/27,Manderlay,"$14,200,000","$74,205","$543,306"
1990/03/23,Pretty Woman,"$14,000,000","$178,406,268","$432,566,361"
1987/09/18,Fatal Attraction,"$14,000,000","$156,645,693","$320,100,000"
2008/11/12,Slumdog Millionaire,"$14,000,000","$141,330,703","$383,825,427"
1974/12/17,Towering Inferno,"$14,000,000","$116,000,000","$139,700,000"
1988/05/25,Crocodile Dundee 2,"$14,000,000","$109,306,210","$239,606,210"
1989/12/20,Born on the Fourth of July,"$14,000,000","$70,001,698","$70,001,698"
1993/10/01,Cool Runnings,"$14,000,000","$68,856,263","$155,008,909"
2007/01/12,Stomp the Yard,"$14,000,000","$61,356,221","$75,525,718"
2009/01/16,My Bloody Valentine,"$14,000,000","$51,545,952","$102,836,002"
2012/08/31,The Possession,"$14,000,000","$49,130,588","$82,925,064"
1982/10/22,First Blood,"$14,000,000","$47,212,904","$125,212,904"
1977/07/13,The Spy Who Loved Me,"$14,000,000","$46,800,000","$185,400,000"
2019/04/12,Breakthrough,"$14,000,000","$40,713,082","$49,231,674"
1998/09/25,Urban Legend,"$14,000,000","$38,116,707","$72,571,864"
1981/12/09,Taps,"$14,000,000","$35,856,053","$35,856,053"
2012/02/24,Tyler Perry's Good Deeds,"$14,000,000","$35,025,791","$35,579,177"
1991/01/18,White Fang,"$14,000,000","$34,729,091","$34,729,091"
1988/12/21,Dangerous Liaisons,"$14,000,000","$34,700,000","$34,700,000"
2019/10/18,Jojo Rabbit,"$14,000,000","$33,370,906","$86,882,559"
1999/10/08,Superstar,"$14,000,000","$30,628,981","$30,628,981"
2012/01/13,The Iron Lady,"$14,000,000","$29,959,436","$115,592,104"
1993/07/23,Poetic Justice,"$14,000,000","$27,450,453","$27,450,453"
2002/10/04,Jonah: A VeggieTales Movie,"$14,000,000","$25,571,351","$25,608,779"
2002/03/08,All About the Benjamins,"$14,000,000","$25,482,931","$25,873,145"
1977/06/17,Exorcist II: The Heretic,"$14,000,000","$25,011,000","$25,011,000"
2010/03/12,Our Family Wedding,"$14,000,000","$20,255,281","$21,410,546"
1995/10/27,Vampire in Brooklyn,"$14,000,000","$19,637,147","$19,637,147"
2006/05/05,An American Haunting,"$14,000,000","$16,298,046","$30,443,277"
2003/08/22,My Boss's Daughter,"$14,000,000","$15,549,702","$15,565,357"
2009/08/07,A Perfect Getaway,"$14,000,000","$15,515,460","$22,815,460"
1996/10/25,Thinner,"$14,000,000","$15,171,475","$15,171,475"
1998/08/21,Dead Man on Campus,"$14,000,000","$15,064,948","$15,064,948"
1999/05/14,Tea with Mussolini,"$14,000,000","$14,395,874","$14,395,874"
1977/06/22,"New York, New York","$14,000,000","$13,800,000","$13,800,000"
2002/04/26,Jason X,"$14,000,000","$13,121,555","$16,951,798"
1994/05/13,Crooklyn,"$14,000,000","$13,024,170","$13,024,170"
2007/03/16,I Think I Love My Wife,"$14,000,000","$12,559,771","$13,205,411"
2015/02/20,Hot Tub Time Machine 2,"$14,000,000","$12,314,651","$12,826,644"
2019/04/12,After,"$14,000,000","$12,138,565","$58,090,525"
2006/11/17,Bobby,"$14,000,000","$11,242,801","$20,597,806"
2001/02/02,Head Over Heels,"$14,000,000","$10,397,365","$10,397,365"
2012/10/26,Fun Size ,"$14,000,000","$9,409,538","$11,166,615"
1999/04/23,Lost and Found,"$14,000,000","$6,552,255","$6,552,255"
2007/11/30,Le Scaphandre et le Papillon,"$14,000,000","$5,990,075","$22,754,472"
2006/10/06,Little Children,"$14,000,000","$5,463,019","$14,121,177"
2000/04/21,Gossip,"$14,000,000","$5,108,820","$12,591,270"
1999/03/26,A Walk on the Moon,"$14,000,000","$4,741,987","$4,741,987"
2014/12/26,Suffragette,"$14,000,000","$4,702,420","$37,888,043"
2006/10/27,Catch a Fire,"$14,000,000","$4,299,773","$5,782,198"
2014/10/31,Mr. Turner,"$14,000,000","$3,958,546","$25,187,026"
2001/09/07,Soul Survivors,"$14,000,000","$3,100,650","$4,288,246"
2009/05/22,Easy Virtue,"$14,000,000","$2,656,784","$20,537,741"
1995/03/31,Jefferson in Paris,"$14,000,000","$2,461,628","$2,461,628"
2010/08/06,Flipped,"$14,000,000","$1,755,212","$4,294,635"
1978/01/01,Caravans,"$14,000,000","$1,000,000","$1,000,000"
2010/06/25,Les herbes folles,"$14,000,000","$403,952","$1,903,952"
2003/01/24,Amen,"$14,000,000","$274,299","$274,299"
2008/09/26,The Lucky Ones,"$14,000,000","$266,967","$266,967"
2011/09/30,Margaret,"$14,000,000","$47,185","$623,292"
2014/07/25,The Salvation,"$14,000,000","$43,318","$2,947,737"
2012/08/03,Reign of Assassins,"$14,000,000",$0,"$11,354,230"
2005/12/09,Brokeback Mountain,"$13,900,000","$83,043,761","$176,980,863"
1995/07/01,Clueless,"$13,700,000","$56,598,476","$57,956,568"
Unknown,Ca$h,"$13,700,000",$0,"$11,738,256"
1990/03/30,Teenage Mutant Ninja Turtles,"$13,500,000","$135,265,915","$202,000,000"
1956/10/05,The Ten Commandments,"$13,500,000","$85,400,591","$85,433,929"
1973/12/16,Papillon,"$13,500,000","$53,267,000","$53,292,989"
2018/04/20,Super Troopers 2,"$13,500,000","$30,617,396","$31,575,635"
2002/11/08,Far From Heaven,"$13,500,000","$15,901,849","$29,027,914"
2012/10/12,Seven Psychopaths,"$13,500,000","$15,024,049","$33,035,736"
2000/11/22,Quills,"$13,500,000","$7,060,876","$11,732,088"
1982/01/29,The Border,"$13,500,000","$6,118,683","$6,118,683"
2005/02/18,Der Untergang,"$13,500,000","$5,501,940","$93,631,744"
2001/03/02,The Caveman's Valentine,"$13,500,000","$687,081","$892,506"
2011/04/01,The Last Godfather,"$13,400,000","$164,247","$164,247"
2014/03/14,Under the Skin,"$13,300,000","$2,614,251","$7,229,933"
2004/12/17,Mar adentro,"$13,300,000","$2,086,345","$39,686,345"
2014/09/12,No Good Deed,"$13,200,000","$52,543,632","$54,323,210"
2019/12/19,Pinocchio,"$13,200,000","$1,831,718","$30,384,437"
1987/12/23,Good Morning Vietnam,"$13,000,000","$123,922,370","$123,922,370"
2010/12/03,Black Swan,"$13,000,000","$106,954,678","$331,266,710"
2001/01/12,Save the Last Dance,"$13,000,000","$91,038,276","$122,244,329"
2011/02/11,Justin Bieber: Never Say Never,"$13,000,000","$73,013,910","$99,034,125"
2018/07/04,The First Purge,"$13,000,000","$69,488,745","$137,054,597"
2016/03/16,Miracles from Heaven,"$13,000,000","$61,705,123","$73,814,432"
2000/02/11,Snow Day,"$13,000,000","$60,008,303","$62,452,927"
2004/01/23,The Butterfly Effect,"$13,000,000","$57,924,679","$95,638,592"
1974/12/11,The Godfather: Part II,"$13,000,000","$57,300,000","$57,385,823"
2016/06/23,The Shallows,"$13,000,000","$55,121,623","$118,763,442"
1987/07/17,RoboCop,"$13,000,000","$53,424,681","$53,425,390"
1988/08/19,A Nightmare on Elm Street 4: The Dream Master,"$13,000,000","$49,369,899","$49,369,899"
2007/11/21,This Christmas,"$13,000,000","$49,121,934","$49,733,545"
2014/02/14,About Last Night,"$13,000,000","$48,637,684","$50,445,860"
2000/12/15,"Dude, Where's My Car?","$13,000,000","$46,729,374","$73,180,297"
1988/08/12,Young Guns,"$13,000,000","$44,726,644","$44,726,644"
2014/10/10,St. Vincent,"$13,000,000","$44,137,712","$54,837,234"
2014/07/02,Earth to Echo,"$13,000,000","$38,934,842","$42,174,545"
1999/03/31,10 Things I Hate About You,"$13,000,000","$38,177,966","$60,413,950"
2002/05/10,The New Guy,"$13,000,000","$28,972,187","$28,972,187"
1993/02/05,Loaded Weapon 1,"$13,000,000","$27,979,399","$27,979,399"
1999/03/12,Baby Geniuses,"$13,000,000","$27,151,490","$27,151,490"
1998/04/24,The Big Hit,"$13,000,000","$27,066,941","$27,066,941"
1990/11/09,Child's Play 2,"$13,000,000","$26,904,572","$34,166,572"
1996/07/10,Harriet the Spy,"$13,000,000","$26,570,048","$26,570,048"
2013/03/01,21 and Over,"$13,000,000","$25,682,380","$42,195,766"
2007/11/21,The Mist,"$13,000,000","$25,593,755","$57,189,408"
2015/01/21,Ex Machina,"$13,000,000","$25,440,971","$38,358,392"
1999/10/29,Being John Malkovich,"$13,000,000","$22,858,926","$32,382,381"
2001/09/07,Two Can Play That Game,"$13,000,000","$22,235,901","$22,391,450"
2016/03/11,Eye in the Sky,"$13,000,000","$18,704,596","$35,402,802"
2013/03/22,Admission,"$13,000,000","$18,007,317","$18,733,666"
2012/09/20,The Perks of Being a Wallflower,"$13,000,000","$17,742,948","$33,069,303"
2001/06/29,crazy/beautiful,"$13,000,000","$16,929,123","$19,929,123"
1998/08/28,54,"$13,000,000","$16,757,163","$16,757,163"
2015/10/16,Room,"$13,000,000","$14,677,674","$36,315,730"
2015/10/16,Woodlawn,"$13,000,000","$14,394,097","$14,403,891"
2006/12/20,Letters from Iwo Jima,"$13,000,000","$13,756,082","$67,867,998"
2009/05/29,MÃ¤n som hatar kvinnor,"$13,000,000","$12,749,992","$109,421,911"
2007/02/23,The Astronaut Farmer,"$13,000,000","$11,003,643","$11,141,213"
1998/06/12,Dirty Work,"$13,000,000","$10,020,081","$10,020,081"
2015/07/16,Bajrangi Bhaijaan,"$13,000,000","$8,178,001","$121,778,347"
1998/05/08,Woo,"$13,000,000","$8,064,972","$8,064,972"
2016/02/04,Robinson Crusoe,"$13,000,000","$8,005,586","$42,446,455"
1994/04/13,Serial Mom,"$13,000,000","$7,881,335","$7,881,335"
1999/08/04,Dick,"$13,000,000","$6,276,869","$6,276,869"
1999/11/10,Light It Up,"$13,000,000","$5,871,603","$5,871,603"
2001/08/24,Bubble Boy,"$13,000,000","$5,002,310","$5,002,310"
2002/02/01,Birthday Girl,"$13,000,000","$4,919,896","$8,130,727"
2007/02/01,"Paris, je t'aime","$13,000,000","$4,857,374","$5,175,088"
2018/12/07,Ben is Back,"$13,000,000","$3,703,182","$12,616,995"
2007/08/24,Resurrecting the Champ,"$13,000,000","$3,172,382","$3,260,555"
2010/03/26,Chloe,"$13,000,000","$3,075,255","$13,176,612"
2001/03/02,The Widow of St. Pierre,"$13,000,000","$3,058,380","$3,058,380"
2015/05/22,Youth,"$13,000,000","$2,703,296","$24,001,573"
1996/04/05,Faithful,"$13,000,000","$2,104,439","$2,104,439"
2010/02/26,Un ProphÃ¨te,"$13,000,000","$2,087,720","$19,910,624"
2010/12/03,"I Love You, Phillip Morris","$13,000,000","$2,037,459","$23,014,027"
2015/07/23,The Vatican Tapes,"$13,000,000","$1,784,763","$14,929,184"
2006/03/17,Find Me Guilty,"$13,000,000","$1,173,673","$2,898,225"
1993/05/14,Excessive Force,"$13,000,000","$1,152,117","$1,152,117"
2006/10/13,Infamous,"$13,000,000","$1,151,330","$2,613,717"
2011/07/29,Attack the Block,"$13,000,000","$1,024,175","$6,459,183"
2015/08/13,Brothers,"$13,000,000","$656,688","$17,856,688"
2000/12/29,The Claim,"$13,000,000","$622,023","$1,375,635"
2018/04/12,The Happy Prince,"$13,000,000","$464,495","$2,394,619"
2011/12/23,In The Land of Blood and Honey,"$13,000,000","$303,877","$509,193"
2010/06/18,The Killer Inside Me,"$13,000,000","$217,277","$5,453,369"
2018/12/07,Dumplinâ,"$13,000,000",$0,"$399,198"
2020/10/30,Rogue City,"$13,000,000",$0,"$8,573"
2012/03/30,Womb,"$13,000,000",$0,$0
2013/03/14,The Call,"$12,800,000","$51,872,378","$69,821,476"
2016/07/20,Operation Chromite,"$12,700,000","$1,022,720","$49,196,532"
2014/09/12,The Drop,"$12,600,000","$10,724,389","$19,054,534"
2002/07/12,The Crocodile Hunter: Collision Course,"$12,500,000","$28,436,931","$33,436,931"
2010/09/03,Machete,"$12,500,000","$26,593,646","$46,370,970"
2002/12/19,Antwone Fisher,"$12,500,000","$21,078,145","$23,367,586"
1982/02/12,La Guerre du feu,"$12,500,000","$20,959,585","$20,959,585"
2002/11/22,The Emperor's Club,"$12,500,000","$14,060,950","$16,193,713"
1993/09/10,True Romance,"$12,500,000","$12,281,000","$12,643,293"
2009/09/11,Sorority Row,"$12,500,000","$11,965,282","$26,735,797"
1992/09/30,Glengarry Glen Ross,"$12,500,000","$10,725,228","$10,725,650"
2008/11/07,The Boy in the Striped Pyjamas,"$12,500,000","$9,046,156","$44,083,403"
1982/04/02,Cat People,"$12,500,000","$7,000,000","$21,000,000"
1979/05/25,The Prisoner of Zenda,"$12,500,000","$7,000,000","$7,000,000"
2010/10/15,Conviction,"$12,500,000","$6,797,696","$11,826,980"
2007/10/12,Lars and the Real Girl,"$12,500,000","$5,956,480","$11,277,119"
2010/05/21,Solitary Man,"$12,500,000","$4,360,548","$4,360,548"
2000/09/22,Dancer in the Dark,"$12,500,000","$4,157,491","$45,556,774"
2010/12/17,Casino Jack,"$12,500,000","$2,039,869","$2,272,186"
1998/01/02,Oscar and Lucinda,"$12,500,000","$1,612,957","$1,612,957"
1996/11/01,The Funeral,"$12,500,000","$1,212,799","$1,412,799"
2004/09/03,Tae Guik Gi: The Brotherhood of War,"$12,500,000","$1,110,186","$69,826,708"
2010/04/16,The Perfect Game,"$12,500,000","$1,089,445","$3,931,367"
2012/10/05,The Paperboy,"$12,500,000","$677,200","$4,027,663"
2012/12/12,Ernest et Celestine,"$12,500,000","$292,562","$9,376,444"
2012/02/09,A Little Bit of Heaven,"$12,500,000","$10,011","$1,100,287"
2016/11/01,La Folle Histoire De Max Et LÃ©on,"$12,500,000",$0,"$8,912,003"
2014/11/28,Mortadelo y FilemÃ³n contra Jimmy el Cachondo,"$12,500,000",$0,"$3,350,943"
1988/11/18,The Land Before Time,"$12,300,000","$48,092,846","$81,972,846"
1975/06/20,Jaws,"$12,000,000","$260,000,000","$470,700,000"
1973/12/26,The Exorcist,"$12,000,000","$230,347,346","$428,214,478"
2014/06/04,The Fault in Our Stars,"$12,000,000","$124,872,350","$307,166,834"
1999/07/09,American Pie,"$12,000,000","$101,800,948","$234,723,148"
2012/04/20,Think Like a Man,"$12,000,000","$91,547,205","$113,373,764"
2014/04/16,Heaven is for Real,"$12,000,000","$91,386,097","$100,913,556"
1986/12/12,The Golden Child,"$12,000,000","$79,817,937","$79,817,937"
1982/06/04,Star Trek II: The Wrath of Khan,"$12,000,000","$78,912,963","$95,800,000"
2002/09/13,Barbershop,"$12,000,000","$75,781,642","$77,063,461"
1983/06/03,WarGames,"$12,000,000","$74,433,837","$74,433,837"
1994/02/04,Ace Ventura: Pet Detective,"$12,000,000","$72,217,396","$107,217,396"
2012/02/24,Act of Valor,"$12,000,000","$70,012,847","$82,497,035"
1985/02/08,Witness,"$12,000,000","$65,532,576","$65,532,576"
2006/08/11,Step Up,"$12,000,000","$65,328,121","$110,989,157"
2012/02/02,Chronicle,"$12,000,000","$64,575,175","$123,681,790"
1996/12/20,Beavis and Butt-Head Do America,"$12,000,000","$63,118,386","$63,118,386"
1970/01/01,Patton,"$12,000,000","$62,500,000","$62,500,000"
2012/03/02,Project X,"$12,000,000","$54,731,865","$103,028,188"
2017/11/10,"Three Billboards Outside Ebbing, Missouri","$12,000,000","$54,513,740","$161,456,746"
2016/11/25,Lion,"$12,000,000","$51,739,495","$149,117,900"
2018/05/04,Overboard,"$12,000,000","$50,316,123","$91,244,913"
1997/12/25,Jackie Brown,"$12,000,000","$39,673,162","$74,727,492"
1983/11/18,Yentl,"$12,000,000","$39,012,241","$39,012,241"
2008/04/25,Harold & Kumar Escape from Guantanamo Bay,"$12,000,000","$38,108,728","$43,353,117"
2013/11/01,Philomena,"$12,000,000","$37,709,979","$98,963,392"
1981/11/06,Time Bandits,"$12,000,000","$37,400,000","$37,400,000"
2002/02/15,Crossroads,"$12,000,000","$37,188,667","$57,000,000"
2015/07/09,Paper Towns,"$12,000,000","$32,000,304","$85,450,484"
2008/10/10,Quarantine,"$12,000,000","$31,691,811","$41,924,774"
2002/08/21,One Hour Photo,"$12,000,000","$31,597,131","$52,223,306"
2008/02/01,The Eye,"$12,000,000","$31,418,697","$57,577,765"
2004/04/07,Johnson Family Vacation,"$12,000,000","$31,203,964","$31,286,759"
2001/12/21,How High,"$12,000,000","$31,155,435","$31,222,395"
1960/10/07,Spartacus,"$12,000,000","$30,000,000","$60,000,000"
2006/09/01,Crank,"$12,000,000","$27,838,408","$43,924,923"
1992/12/11,The Muppet Christmas Carol,"$12,000,000","$27,379,507","$28,236,088"
2016/08/12,Hell or High Water,"$12,000,000","$27,007,844","$37,566,117"
2002/10/25,Frida,"$12,000,000","$25,885,000","$56,131,239"
2012/07/05,Katy Perry: Part of Me,"$12,000,000","$25,326,071","$32,700,439"
2014/12/12,Top Five,"$12,000,000","$25,317,379","$26,001,741"
1998/09/11,Rounders,"$12,000,000","$22,921,898","$22,921,898"
1993/10/13,Rudy,"$12,000,000","$22,750,363","$22,750,363"
1967/04/28,Casino Royale,"$12,000,000","$22,744,718","$41,744,718"
1979/06/15,Prophecy,"$12,000,000","$22,673,340","$22,673,340"
2015/01/30,Project Almanac,"$12,000,000","$22,348,241","$32,909,437"
2019/08/15,47 Meters Down: Uncaged,"$12,000,000","$22,260,900","$47,582,563"
2019/10/23,Black and Blue,"$12,000,000","$22,012,729","$22,730,144"
2010/05/14,Just Wright,"$12,000,000","$21,540,363","$21,867,665"
1999/09/10,Stir of Echoes,"$12,000,000","$21,133,087","$23,059,379"
1995/01/13,Tales from the Crypt: Demon Knight,"$12,000,000","$21,089,146","$21,089,146"
1978/01/01,The Boys from Brazil,"$12,000,000","$19,000,000","$19,000,000"
2005/03/11,The Upside of Anger,"$12,000,000","$18,761,993","$28,915,761"
2006/03/03,Aquamarine,"$12,000,000","$18,597,342","$22,978,953"
2013/11/15,Nebraska,"$12,000,000","$17,654,912","$24,761,360"
2004/01/09,My Baby's Daddy,"$12,000,000","$17,321,573","$17,322,212"
2001/10/05,Max Keeble's Big Move,"$12,000,000","$17,292,381","$17,292,381"
2011/12/09,Young Adult,"$12,000,000","$16,311,571","$22,750,356"
2020/01/23,The Turning,"$12,000,000","$15,472,775","$18,460,739"
2013/09/04,About Time,"$12,000,000","$15,323,921","$87,009,638"
2018/12/14,If Beale Street Could Talk,"$12,000,000","$14,915,773","$21,398,371"
2017/07/14,Wish Upon,"$12,000,000","$14,301,505","$23,477,345"
1997/08/06,Def Jam's How To Be a Player,"$12,000,000","$14,010,363","$14,010,363"
1998/10/30,Living Out Loud,"$12,000,000","$12,905,901","$12,905,901"
2008/10/03,Rachel Getting Married,"$12,000,000","$12,796,861","$17,475,475"
1981/03/20,The Postman Always Rings Twice,"$12,000,000","$12,200,000","$44,200,000"
2003/12/12,Girl with a Pearl Earring,"$12,000,000","$11,634,362","$43,153,588"
1982/02/10,Das Boot,"$12,000,000","$11,487,676","$84,970,337"
2016/02/26,Unforgettable,"$12,000,000","$11,368,012","$16,221,211"
2004/12/03,House of Flying Daggers,"$12,000,000","$11,050,094","$92,863,945"
2020/03/11,I Still Believe,"$12,000,000","$10,410,004","$16,373,474"
2002/03/22,Sorority Boys,"$12,000,000","$10,198,766","$12,516,222"
2017/10/13,Marshall,"$12,000,000","$10,051,659","$10,116,816"
2008/12/05,Cadillac Records,"$12,000,000","$8,195,551","$8,942,516"
